crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	5.260560	5850	7270488064.000000
281474976710655.000000	5.254282	5851	7271535616.000000
281474976710655.000000	5.123614	5852	7272556544.000000
281474976710655.000000	5.091704	5853	7273602560.000000
281474976710655.000000	5.221828	5854	7274625536.000000
281474976710655.000000	5.223060	5855	7275669504.000000
281474976710655.000000	5.419868	5856	7276693504.000000
281474976710655.000000	5.348591	5857	7277736448.000000
281474976710655.000000	5.365417	5858	7278761984.000000
281474976710655.000000	5.326601	5859	7279803392.000000
281474976710655.000000	5.357200	5860	7280829952.000000
281474976710655.000000	5.345933	5861	7281870848.000000
281474976710655.000000	5.432642	5862	7282898432.000000
281474976710655.000000	5.226716	5863	7283937792.000000
281474976710655.000000	5.235567	5864	7284966400.000000
281474976710655.000000	5.322216	5865	7286005760.000000
281474976710655.000000	5.264318	5866	7287034368.000000
281474976710655.000000	5.385132	5867	7288073216.000000
281474976710655.000000	5.422064	5868	7289102336.000000
281474976710655.000000	5.285655	5869	7290141184.000000
281474976710655.000000	5.297371	5870	7291169792.000000
281474976710655.000000	5.285252	5871	7292209152.000000
281474976710655.000000	5.363488	5872	7293236736.000000
281474976710655.000000	5.232127	5873	7294277120.000000
281474976710655.000000	5.384341	5874	7295304192.000000
281474976710655.000000	5.300034	5875	7296345600.000000
281474976710655.000000	5.335425	5876	7297371648.000000
281474976710655.000000	5.291449	5877	7298413568.000000
281474976710655.000000	5.267453	5878	7299438592.000000
281474976710655.000000	5.297305	5879	7300482048.000000
281474976710655.000000	5.364514	5880	7301506048.000000
281474976710655.000000	5.279315	5881	7302550528.000000
281474976710655.000000	5.366906	5882	7303572992.000000
281474976710655.000000	5.383696	5883	7304619520.000000
281474976710655.000000	5.329606	5884	7305640448.000000
281474976710655.000000	5.375268	5885	7306687488.000000
281474976710655.000000	5.329698	5886	7307707904.000000
281474976710655.000000	5.277719	5887	7308755456.000000
281474976710655.000000	5.498568	5888	7309774336.000000
281474976710655.000000	5.406112	5889	7310823424.000000
281474976710655.000000	5.276344	5890	7311842304.000000
281474976710655.000000	5.378379	5891	7312891904.000000
281474976710655.000000	5.351471	5892	7313909248.000000
281474976710655.000000	5.310005	5893	7314959360.000000
281474976710655.000000	5.227555	5894	7315977216.000000
281474976710655.000000	5.329688	5895	7317027840.000000
281474976710655.000000	5.313242	5896	7318044672.000000
281474976710655.000000	5.248695	5897	7319095808.000000
281474976710655.000000	5.368752	5898	7320112640.000000
281474976710655.000000	5.336782	5899	7321162752.000000
281474976710655.000000	5.202286	5900	7322180608.000000
281474976710655.000000	5.294804	5901	7323230720.000000
281474976710655.000000	5.315207	5902	7324248576.000000
281474976710655.000000	5.302402	5903	7325298176.000000
281474976710655.000000	5.211702	5904	7326317056.000000
281474976710655.000000	5.222857	5905	7327365632.000000
281474976710655.000000	5.265782	5906	7328385024.000000
281474976710655.000000	5.315382	5907	7329433600.000000
281474976710655.000000	5.153141	5908	7330453504.000000
281474976710655.000000	5.293030	5909	7331500544.000000
281474976710655.000000	5.417067	5910	7332521984.000000
281474976710655.000000	5.403565	5911	7333567488.000000
281474976710655.000000	5.352915	5912	7334589952.000000
281474976710655.000000	5.329580	5913	7335634944.000000
281474976710655.000000	5.278303	5914	7336657920.000000
281474976710655.000000	5.339939	5915	7337701888.000000
281474976710655.000000	5.276544	5916	7338726912.000000
281474976710655.000000	5.290759	5917	7339768832.000000
281474976710655.000000	5.305783	5918	7340794880.000000
281474976710655.000000	5.231948	5919	7341836288.000000
281474976710655.000000	5.385854	5920	7342863360.000000
281474976710655.000000	5.283121	5921	7343903232.000000
281474976710655.000000	5.259045	5922	7344931328.000000
281474976710655.000000	5.259606	5923	7345971200.000000
281474976710655.000000	5.201548	5924	7346999296.000000
281474976710655.000000	5.348615	5925	7348038656.000000
281474976710655.000000	5.400202	5926	7349066752.000000
