crossing time (s)	slope (V/s)	crossing number
281474976710655.000000	6.134830	1003	1100386944.000000
281474976710655.000000	6.038515	1004	1101393664.000000
281474976710655.000000	6.075686	1005	1102423040.000000
281474976710655.000000	6.295392	1006	1103429504.000000
281474976710655.000000	6.353837	1007	1104458112.000000
281474976710655.000000	6.107014	1008	1105465856.000000
281474976710655.000000	5.985820	1009	1106493824.000000
281474976710655.000000	5.956105	1010	1107502208.000000
281474976710655.000000	6.197062	1011	1108529408.000000
281474976710655.000000	6.292368	1012	1109539072.000000
281474976710655.000000	5.997113	1013	1110564992.000000
281474976710655.000000	6.208806	1014	1111574656.000000
281474976710655.000000	6.040167	1015	1112600960.000000
281474976710655.000000	6.261053	1016	1113611264.000000
281474976710655.000000	6.044600	1017	1114636672.000000
281474976710655.000000	6.031247	1018	1115646848.000000
281474976710655.000000	6.166484	1019	1116672384.000000
281474976710655.000000	5.949548	1020	1117683456.000000
281474976710655.000000	6.066719	1021	1118708736.000000
281474976710655.000000	6.128242	1022	1119719168.000000
281474976710655.000000	6.259083	1023	1120744576.000000
281474976710655.000000	6.231117	1024	1121755136.000000
281474976710655.000000	5.898501	1025	1122780672.000000
281474976710655.000000	6.070995	1026	1123790720.000000
281474976710655.000000	6.088976	1027	1124817024.000000
281474976710655.000000	6.169113	1028	1125826688.000000
281474976710655.000000	6.206108	1029	1126853376.000000
281474976710655.000000	6.172987	1030	1127861888.000000
281474976710655.000000	6.261986	1031	1128889344.000000
281474976710655.000000	5.872642	1032	1129897728.000000
281474976710655.000000	6.089503	1033	1130926080.000000
281474976710655.000000	6.177894	1034	1131933440.000000
281474976710655.000000	6.076097	1035	1132962304.000000
281474976710655.000000	6.233369	1036	1133969024.000000
281474976710655.000000	5.994503	1037	1134998656.000000
281474976710655.000000	6.263159	1038	1136004480.000000
281474976710655.000000	6.312854	1039	1137035008.000000
281474976710655.000000	6.172936	1040	1138040192.000000
281474976710655.000000	6.440156	1041	1139070976.000000
281474976710655.000000	6.287689	1042	1140075776.000000
281474976710655.000000	6.314111	1043	1141107328.000000
281474976710655.000000	5.931225	1044	1142111744.000000
281474976710655.000000	6.068305	1045	1143143936.000000
281474976710655.000000	6.237583	1046	1144147456.000000
281474976710655.000000	6.457811	1047	1145179776.000000
281474976710655.000000	6.225862	1048	1146183168.000000
281474976710655.000000	6.166859	1049	1147215872.000000
281474976710655.000000	6.298929	1050	1148219008.000000
281474976710655.000000	6.462520	1051	1149251968.000000
281474976710655.000000	6.091988	1052	1150255232.000000
281474976710655.000000	6.294723	1053	1151287808.000000
281474976710655.000000	6.315069	1054	1152291072.000000
281474976710655.000000	6.151125	1055	1153324032.000000
281474976710655.000000	6.029100	1056	1154326912.000000
281474976710655.000000	6.319814	1057	1155360256.000000
281474976710655.000000	6.331665	1058	1156362752.000000
281474976710655.000000	6.331215	1059	1157395584.000000
281474976710655.000000	6.175953	1060	1158399488.000000
281474976710655.000000	6.126167	1061	1159431680.000000
281474976710655.000000	6.316232	1062	1160435584.000000
281474976710655.000000	6.500567	1063	1161467392.000000
281474976710655.000000	6.242941	1064	1162471936.000000
281474976710655.000000	6.196138	1065	1163503232.000000
281474976710655.000000	6.094048	1066	1164507904.000000
281474976710655.000000	6.105599	1067	1165538944.000000
281474976710655.000000	5.933158	1068	1166544512.000000
281474976710655.000000	6.262714	1069	1167574912.000000
281474976710655.000000	6.318128	1070	1168580608.000000
281474976710655.000000	6.178034	1071	1169610368.000000
281474976710655.000000	6.139407	1072	1170616832.000000
281474976710655.000000	6.029910	1073	1171645952.000000
281474976710655.000000	6.180584	1074	1172653184.000000
281474976710655.000000	6.325205	1075	1173681664.000000
281474976710655.000000	6.246334	1076	1174689536.000000
281474976710655.000000	6.204483	1077	1175717248.000000
281474976710655.000000	6.107904	1078	1176725504.000000
281474976710655.000000	6.205217	1079	1177752960.000000
281474976710655.000000	5.899126	1080	1178761728.000000
281474976710655.000000	6.143165	1081	1179788928.000000
281474976710655.000000	6.135339	1082	1180797952.000000
281474976710655.000000	6.245515	1083	1181824512.000000
281474976710655.000000	6.153150	1084	1182833792.000000
281474976710655.000000	5.941949	1085	1183860224.000000
281474976710655.000000	6.010431	1086	1184870016.000000
281474976710655.000000	6.419562	1087	1185897344.000000
281474976710655.000000	6.119227	1088	1186906368.000000
281474976710655.000000	5.993639	1089	1187932800.000000
281474976710655.000000	6.381763	1090	1188941696.000000
281474976710655.000000	5.948194	1091	1189968896.000000
281474976710655.000000	5.522698	1092	1190977280.000000
281474976710655.000000	6.261105	1093	1192004736.000000
281474976710655.000000	6.255897	1094	1193013504.000000
281474976710655.000000	6.370555	1095	1194041472.000000
281474976710655.000000	6.162911	1096	1195049600.000000
281474976710655.000000	6.291350	1097	1196077568.000000
281474976710655.000000	6.483857	1098	1197084800.000000
281474976710655.000000	6.170873	1099	1198113792.000000
281474976710655.000000	6.122560	1100	1199120512.000000
281474976710655.000000	6.181062	1101	1200150016.000000
281474976710655.000000	5.825065	1102	1201156352.000000
281474976710655.000000	6.340002	1103	1202186752.000000
281474976710655.000000	6.310631	1104	1203191936.000000
281474976710655.000000	6.261394	1105	1204222592.000000
281474976710655.000000	6.093435	1106	1205227520.000000
281474976710655.000000	5.945130	1107	1206258944.000000
281474976710655.000000	6.198366	1108	1207263360.000000
281474976710655.000000	6.193462	1109	1208295040.000000
281474976710655.000000	6.165414	1110	1209299328.000000
281474976710655.000000	6.325317	1111	1210331136.000000
281474976710655.000000	6.358975	1112	1211334912.000000
281474976710655.000000	6.211818	1113	1212367360.000000
281474976710655.000000	5.991137	1114	1213370880.000000
281474976710655.000000	6.088108	1115	1214403712.000000
281474976710655.000000	6.164019	1116	1215406976.000000
281474976710655.000000	6.306534	1117	1216439296.000000
281474976710655.000000	6.149141	1118	1217442944.000000
281474976710655.000000	6.224312	1119	1218475136.000000
281474976710655.000000	6.038765	1120	1219478656.000000
281474976710655.000000	6.081126	1121	1220511232.000000
281474976710655.000000	6.121168	1122	1221514752.000000
